text,label,channel
सकिन्न बुढा संगगफ गर्नमा😀,negative,comment
देशको अवस्था यस्तो छ्?जनता नेताको रत्योली हेरेर रमाएको अवस्था छ्😂😂😂गज्जब छ यार??यस्तो जनता भएको देशमा नेता यतिको हुनु ठिकै हो?,negative,comment
सब पुरानो देश लाई खोक्रो बनाउने  धमिरे पाटिहरुको योजना हुन सक्छ | rabi balenko sarakar असफल वनाउने षडयन्त्र हो बुझिराख्नोस,negative,comment
"२०-३० वटा चुरोट नपिई एक दिन पनि बाँच्न नसक्ने व्यक्ति, तिम्रो पुरै ओठ कोइला जस्तो देखिन्छ, स्वास्थ्यमन्त्री हुनुहुन्थ्यो।
के तिमीसँग विश्वसनीयता छ?",negative,comment
गगनजीले यो भाषण र सोच २०७९ को चुनाव अगाडी गरेको भए र सोहि अनुसार १६५ सिटमै ने का लाई टिकेट दिएको  ने का को बहुमत  त्यही बेला आउने थियो ... All the best ahead.,positive,comment
गधा हो यो। manuplate garxa jatho,negative,comment
"Currupted gas pipe, rail and view tower useless",negative,comment
यो पद्म अर्याललाई छानबिन गर्नुपर्छ बालेन सरकारलाई अनुरोध 🙏,positive,comment
देश भक्तहरू रेl😂,positive,comment
Yo chheparo ko kuro bado dhyan diyera kadam chalnu hai balenji please,negative,comment
"Regarding televised public debate, it is actually HS’s demand. Why patrakar ju doesn’t mention this? If HS is there in the debate, janta will be clear who is a true and honest leader for this country in the current situation.",positive,comment
किन हो किन पत्रकार राजेन्द्र बानियाँ सर र माननीय हर्क साम्पाङ ज्यु को इन्टभु सुन्दा र हेर्दा मनै आन्नन्द आउँछ मलाई  चाहिँ दुबै जनालाई सम्मान गर्दछु🙏🙏🙏🙏🙏🙏🙏,positive,comment
Rando ra randioko Milan aanfei gharma feri 😆🦠💩🐖🐏🐕ko bathan ma k nata k kutumba guys yeoharulai pir k ko hola 😏??? guys what the fuck kp n amale amazing guys 😆,negative,comment
"तेहि भएर होला तेरो रबि ॐ सान्ति भन्दै त्यो पहेलो background मा रातो सुर्यको झन्डा मुनि गएर भारतवर्ष बनाउने एजेन्डा मा सामिल भयर प्रचन्ड को साथ लियर नेपाल को नक्सा इन्डिया को सन्सद मा राख्नु लगाउदा समर्थन गर्ने त्यहि रबि हो!!!!!
खबरदार 
महाभारत को कौरव को गुरु त बनेको???
धिक्कार छ यस्ता रासपा पार्टी मुर्दावाद!!!!",negative,comment
"ओली महामुर्ख रहेछ । एन कानुन केही नहेरी प्याच्च &quot;मैले गोली हान्ने आदेश दिएको थिएन&quot; भन्ने । <br>स्थानीय प्रशासन एन 2020 ले स्वत्स्फुर्त , भिड अनियंत्रितभै उचसृखल भयो भने प्रहरीले CDO को आदेशमा गोली चलाउन सक्ने छ । उल्लेख छ । हो 2082 भाद्र २३/२४ मा प्रहरीले अनियंत्रित रूपमा गोली प्रहार गरेकै हो । त्यसमा सम्बन्धित प्रहरी कमाण्ड जिम्मेवार छ । भिड नियन्त्रण गर्दा <br>1/2 जना गोली लागी ढलेको खण्डमा cease fire/फायरिङ बन्द हुनुपर्छ ।<br>कतै न माओवादी माथी फायरिङ गरे जस्तो गोली प्रहार गर्ने हैन प्रहरीमै तालिम दिइन्छ &quot;minimum force maximum effects .",negative,comment
लोकप्रिय सञ्चार कर्मी एकमात्र रबी लामिछाने,positive,comment
जति सुनेपनी सुनिरहुँ जस्तो😢,positive,comment
कडा प्रश्न कडा उत्तर ⭐️,positive,comment
गज्जब लाग्यो यो एपिसोड 😮🎉।,positive,comment
"हर्का ज्यूका दुई रूप छन् —
एउटा सामाजिक सञ्जालमा देखिने तीखो, आक्रामक र निडर आवाज,
अर्को संसद भवनभित्रको गम्भीर बहस, तर्क र पत्रकारसँगको स्पष्ट अभिव्यक्ति।

तर गहिरिएर बुझ्ने हो भने, यी दुवै रूपको अन्तिम लक्ष्य एउटै छ —
देशप्रतिको अथाह माया, जनताले अनुभूति गर्ने सुशासन,
र गरिबीले थिचिएको नेपाली समाजलाई मुक्त गर्ने सपना।

शैली फरक हुन सक्छ,
तर उद्देश्य कहिल्यै फरक छैन।

बानिय ज्यु लाई धन्यबाद🙏",positive,comment
त महा गुइठे रहेछस।😂😂,negative,comment
झोले तिम्रो बा जस्तो helicopter मा  भागे को छ र बालेन र सुदन ? यो पुरानो Party ले देश तास नास बनाए को हो यस्को जिम्मेवार कसले लिने हो झोले ?,negative,comment
दमदार होऊ गगनको भाषन एक चोटी प्धानमन्ति हेर्न मन छ,negative,comment
He got exposed himself😅😅😅,negative,comment
"Gen Z  लाई  मार्यो तेतिले नपुगेर आफ्ना झोलेहरु  लगायेर  बालेनकोघर  चोर्नलगायो , यस्तालायी नेतामानेर भोट हालिदिनुपर्ने  किन  ? ? ?  ।",negative,comment
कोही गतिला छैनन्  Ncell  प्रकरण मा  तिनै टाउके ले अर्बौं रुपैया खाएका छन !,negative,comment
काम पनि गरेर  देखाउ दाजु तिम्रो नाम मा एक दिन फ्लिम बन्ने छ ईतिहास मा लेखिने छ। best of luck my brother,positive,comment
तपाईंको अन्तरबार्ता मलाई राम्रो लाग्छ सधैं हेर्ने गर्छु अब आउने अन्तरवार्ता भनेको प्रधानमन्त्रीसँगै हरेक पार्टीका प्रमुख नेतालाई सँगै राखेर अन्तर्वार्ता लिनु त। कति मजा हुन्छ हेर्नलाई हामी सबै जनताको माग,positive,comment
Hatyara oli lai yespali harayera 75 jana sahid genz lai स्रद्धन्जलि हुने छ,negative,comment
सरम गर k p oli  र एमाले बालेनको घर फोर्नै पर्ने बाद्यता किन पर्यो ?,negative,comment
"The party doesn't matter, the person has to be very nice 👍",positive,comment
"सरकार असफल हुनु देश असफल हुनु हो☝️
देश असफल हुँदा तपाई पनि असफल हुनु हो😢
म पनि असफल हुनु हो😢
सरकारलाई असफल हुने छुट छैन🙏
सरकारलाई असफल नहुने कुरामा हामी खबरदारी गर्छौँ🤗
त्यो ट्र्याक भन्दा बाहिरी गएर एक्सिडेन्ट हुने गरी काम नगरोस् 
भन्ने कुरामा सल्लाहा,सुझाब,प्रश्न,आलोचना भैपरि आए
बिरोध पनि रहन्छ🥰 माननिय🗣️हर्कराज साम्पाङ👏👏",positive,comment
केछ झाेले हाे अज पनि मासु भात😂😂,negative,comment
अस्ति त एकै दिनमा सात लाख मान्छे भए बैरीलाई परास्त गरिन्छ भन्ने यही हो,negative,comment
Yesta mancha ko interview leara pohkat ma time loss garako,negative,comment
हर्क सङ्पङ ज्युको देश र जनता प्रतिको माया देख्दा अरु नेताहरु किन यस्ता मन छैन ??प्रस्नै प्रश्नै उड्छ????,positive,comment
सर्बहारा बर्ग को नेता को कुर्सी हेर न ! गाउको महाजन सामन्त को जस्तो छ । धिक्कार छ । ।,negative,comment
सम्बृद्ध नेपाल र सुखि नेपाली बनाउन नै नेपाली जनता प्रत्येक नेपालि जनताको टाउकामा झण्डै लाख रुपैया राज्यको ॠण पुगेको l हरेक नेपालीले नेतापाल्न लाइ त्यत्रो पैसा तिर्नुपर्ने भयो l उखाने कुरा कति सुन्नु हौ l,negative,comment
It’s a fire bro,positive,comment
बानिया सर को त आफ्नै प्रस्न हुन्थे। आज चाहिँ के पि ओलि  यो यो सोध्नु भनेर दियेको प्रस्न हो यो? तपाई बाट येस्तो अपेक्षा थियेन है सर,negative,comment
This is like talking to a toddler.,negative,comment
आज सम्म यति बुझेर कुरा गर्ने कुनै पढेको नेता आको teyen सो अब चाई नेपाल मा केहि हुन्छ की भन्ने आस राखेका छौं तपाईंलाई धेरै शुभकामना जीत को लागि बलेन् सर।।।,positive,comment
🤱🇳🇵र✨हरेक नेपाली समाजका हितको पक्छेमा हुनु पर्यो चाहे internal होस् या international,positive,comment
"interview हेरियो। पुरै घोडा टेकेर, पुच्छर हल्लाइएछ त!!
न counter questioning छ, न follow up प्रश्न छ, अझ उल्टै मिलाएर आफैले आधा उत्तर वलीको मुखमा भर्दी राछ। यस्तो नी सवाल/जवाफ हुन्छ?? उल्टै वलीकै promotion गरीराछ। बानीया पनी हुतीहारानै हो वलीको अगाडि??
यस्ता जाबो प्रश्नोत्तरको लागी त वलीलाई प्रश्नहरू थमाएर एक्लै बोल्न देको भए भइ हाल्थ्यो नी। केकालागी चाहीयो राजेन्द्र बानिया??
भोटमाग्न जादा जनताले बरू अली fiercer र unbiased प्रश्न गर्छन भो आजकाल। Tremendously disappointed from the reporter. Huge let down🤦🤦",negative,comment
हेर्दै जा तेरो हालत झन खराब हुन्छ बोका,negative,comment
Yestaaa ko kuraaa maaa bissowas kasariii garnnay😢,negative,comment
"Wooo i,m your big fan sir you,re here hjr jasto manxa ko खाचो छ हजुरलाई जन्म दिने अामालाई सलाम म अाभारि छु हर्क साम्पाङ sir loved you",positive,comment
तिमी जस्ता ज्यांमारा ले बोल्नु उचित हुदैन,negative,comment
Boycott this ♂️,negative,comment
"You did great job by exposing media and the speed of the SC in your case, This has made public very clear that media and various powers want Ravi down, the voice of ordinary people down! There are numerious problems and serious court cases which haave not been solved but processing of Ravi's mistake in super speed in order to stop oridnary people's agenda in power. Wish you work in expanding RSP reach in public more so that in next election, the seat would not be 20, it would be more. The work has to be addressed on this part seriously. Thank you",positive,comment
U my herobhsrka g,positive,comment
Ma dhale ma dhale 😂😂😂rey acting level 🤣🤣🤣🤣🤭,negative,comment
योजना भन्दा उत्तेजना बढीआहा garne लाई डाहा गर्ने __हर्के गुईठे हो नि ?,negative,comment
"If Balen doesn’t win, it will prove that people still wants to live under Stone Age & doesn’t deserve any improvement in their life.",positive,comment
कत्रो ठूलो भिजन लुसिफर को,negative,comment
अरु सरकार ले सबै गल्ती Rasapa काे सरकार ले जे गरे   पनि मान्छे मारे पनि सबै ठिक।,negative,comment
सङ्सदमा सङ्सदिय दलका नेताहरुकाे प्रश्न आएन त ?,negative,comment
"Yo ta AI ho. Or, screen ma lakhya ko harya ra padi raxa. Status queen, timi gharmai basyara status lekha.",negative,comment
"यदि रबिले अमेरिकामा चुनाव जित्ने भए उनी   कहिले पनी नेपाल आउने थिएनन् चुनाव लड्न लागी। उनी त अमेरिकाको फोहर नेपालमा फ्याले जस्तो मात्र हो।अमेरीकामा अदालतले आर्थीक अपराधमा दोसी करार गरेको रवि जस्ता व्यक्तीले  अमेरीकाको ससदमा त के त्याहाको ५oo जनसंख्या भएको वाड वाट पनी वार्ड सदस्यको चुनाव पनि जिल्न सक्तैन। र अमेरीकामा प्राय रवि जस्ता आर्थीक मुद्भामा मुछिएका व्यक्ति चुनावमा नै उठ्दैनन नैतीकताको आधारमा।

मेरो प्रश्नको : अमेरिकामा बस्न, व्यपार, व्यवसाय गर्नका, लागि अमेरिकी नागरिकता अनिवार्य थिएन ग्रीनकार्ण मात्र भए पुग्थियो तर अमेरिकाको रक्षा लागी जुन सकै देसको बिरुद्ध( त्यो नेपाल नै किन नहोस) हात हतियार समेत उठाउने शपथ लिएर रविले अमेरीकाको नागरिकता लिनुको कारण के थियो ? यदि कसैले रबि अमेरिकी नागरिक बन्नुको कारण बताउन सक्छ भने म रबिको सबै केसहरु विर्सीएर रविको समर्थन गर्नेछु। होइन भने मेरो अडान हुनेछ "" पासपोर्ट र नागरीकता ठग रवि जस्ता बिदेसी नागरिकता लिएका नेपालीलाई, विदेसी नागरीकता त्यागे पनि नेपालमा कुनै प्रकारको राजनैतिक पदमा ओगटबाटआजन्म प्रतिबन्ध लागाउनु पर्छ नेपालको राजनीती ति नेपालीहरुको लागी हो जो साह्रो गाह्रोमा पनि अरु देसको नागरिकता लिएनन।""",negative,comment
पहिला 46 सालमा तिमिपनी बताले अन्डा थियौ होला। तेइ भयर देश धोस्त बनायौ बिगारेउ। तर बालेन तिमी जस्तो बतासे होइन। उ लाई मौका दिने हो भने देश लाई केही बनाउछ। तिमी जस्तो 8 class faill होइन बालेन। उ एउटा इन्जिनियर हो। यो कुरा  याद गर्नु सुद्दो 8 फेल र इन्जिनियर मा कस्को दिमाग हुन्छ भनेर। बखम फुसे कुरा  गरेछ बसेछ झापा जानू सुद्दो भोत माग्न।,positive,comment
म लाई रबि लामिछाने भाषणले पुरानो पार्टीका नेता झोले कार्यकर्ता लाई खुकुरी हानु जस्तो रगत उम्लिन छ हो😢,positive,comment
यो कुरा सत्य हो हलन्त के हुन्छ र छोडा गेच इमादार छ। इमादार i love you तपाईँले यो कुरा भन्नुभएको थ्याङ्क यु दाजु। मेरो बाबा पनि इमान्दार हुनुहुन्थ्यो प्रदलपञ्चमा हुनुहुन्थ्यो। थियो भनेर होइन गरेर देखाउनु भएको छ गरेर देखाउनुहोस्।❤❤❤🙏🙏,positive,comment
प्र म जबाफ देहि नहुनु खुसि खुसि लुगा लाउनु हुन्छ भने अनि नीति नियम पुराने राख्ने अनि परम्परा तोड्ने भनेर हुन्छ? यस्तै होभनेत सुरछ्या फौज स्कुल कलेज हरुमा पनि परम्परा तोड्ने हो भने  देश को हालत काहापुग्छ अनुसासन बेगर केहि हुदैन,negative,comment
चुनावसॅंगै बालेनको गित सुनेर Enjoy गर्ने हाजिर हुम है 😊❤ Big Respect 🫡  Upcoming Prime Minister 🙏❤️,positive,comment
Yesko game ho yo,negative,comment
76student.marna.paincha.kp.ji,negative,comment
Ukhane ...... kahile politics bata vishram line ho. युवालाई पुस्तान्तरण गर्ने बेला भयो तर पनि अझै आफूलाई नै अध्यक्ष प्रधानमन्त्री खानु छ कहिले सुधार्ने हो आफूलाई,negative,comment
Hare paxi pani ma hardina harina vanxan yi ba 😂,negative,comment
खुल्क्याउऔ तिमिले तिमी जस्तो लाई अन्तर्बार्ता दियर बस्न समय छैन नि महोदय देस र जन्ताको लागि हिडेको मान्छे लाई किन.......?,positive,comment
भाशण ले यलर्जि हुने अझै अरु आधा घन्टा माग्यो यो मनले धित नै मरेन कसम 😮💖,positive,comment
यो पनि कति पैसा मा bikyo,negative,comment
अरुले लेखेर दिएको प्रश्नको जवाफ खाेज्ने बानी परेकाहरूलाई असहज महसुस भए तापनि प्रत्यक्ष प्रश्न उत्तर नेपालकाे राजनीतिक इतिहासमा पहिलोपटक देख्न पाउदा ज्यादै खुशी लाग्याे ।,positive,comment
यो बक्मफुसेको कुरा के सुन्नु😅😅,negative,comment
"धन्य बाद गगन ज्यू परिवर्तन ल्याउन्छ कि? धन्यबादज्यु""""""?",positive,comment
Wow suraj sing on fire gagan sanga word nai xaina.. 😂😂,negative,comment
Gagan ji bhasan anusar kam garnu hola subhakamana chha many thanks,positive,comment
ब्यर्थको गुफ हामीले पत्याइदिनु पर्ने!😮,negative,comment
Just one words from all NEPALESE - बिशेस Gen- Z बाटा  : थुक्का.  😂. त्यति 😊,negative,comment
१००%right😊😊😊,positive,comment
केपी  बा आज काे किन igo Hot भाको  कमेडी सो जस्ताे भाषण सुनेर सबै हाँस्छन् tw हो लाज लाग्यो मलाई केपी बा😆😆😆,negative,comment
तार्किक तर्क,positive,comment
पागल अन्दा सचेत्मा बोलेको की अचेत्मा ।,negative,comment
एक एक शक्द मा धेरै राम्रो अर्थ wow क्या राम्रो विश्लेषण रवि दाई ❤🎉 यस्तो नेता भए देश को विकास एकदम दुर्त गतिमा हुन्छ।।,positive,comment
First time balen lai  nai jitauna voter list ma name darta gariyo🔔,positive,comment
हत्यारा badi bolxas jatha,negative,comment
जेन्जीले  ल्याएको  परिवर्तन हो   त  बुढोले  बोलेर  केही हुनेछैन,negative,comment
Good ❤❤❤❤,positive,comment
प्रचण्ड लाई कसैले राम्रो wow भनेको खै देख्दिन त?😊,negative,comment
येकदम सहि जय बालेन हत्यारा दलालचाेर सग तिम्ले बहस गर्न सुहाउँदैन,positive,comment
त मुला को गोही को आँशु<br> जनताको तलाई १% पनि माया भको भए आज यो अवस्था आउने नै थिएन। <br>आतंककारी होस तँ ।,negative,comment
"Nepal aamako yek kusal karmath ,lagansil, sachai sahasi Nepal aamale ballaa Xora payeko xa, sayad yugle mageko xa , sabailai mahasus hunuparxa.",positive,comment
"बालेन जि को बिचार सारै राम्रो,काम पनि यस्तै राम्रो भए सुनमा सुगन्ध हुन्थ्यो  Best of luck.",positive,comment
"देश जनता र सहिदहरुको चाहाना पूरा गनाँलाई माहान गेटर नेपाल बनाउने नै यसमा पहल गनुपछ,🙏🌍️👍️🎎🇳🇵♥️🎉😢😢",positive,comment
Always NO. 1 KP OLi,positive,comment
केपी बालाई black power ले बहकाइ रहेको छ,negative,comment
"बिपी को चेला मानेकै हो तर देउबा को तलुवा चाटेको हाम्ले नदेखेको होइन, पोलिश नगर भाई अब",negative,comment
बालेनले जे गरे ठिक गरे 👍️👌🙏जय बालेन 🙏🙏🔔🔔🇳🇵🇳🇵,positive,comment
Prachanda ❤,positive,comment
आख़िर अहिलेसम्म पनि संघर्षमा खटिरहनू भएको छ हुने बिरुवाको चिल्लो पात त्यसकारण होला धरान हरियालीले भरीदै👍,positive,comment
राजनीति सहज कहिले हुन्छत ? छेपारे माननीय ज्यु,negative,comment
Alupadey mcc🐐🐐🐐🦙🦙🦙🐐🦙🐐parman khoi,negative,comment
Jai harka jai mato❤❤,positive,comment
Take time sir believe in baleen. P.m. jai Nepal 🇳🇵,positive,comment
❤❤जय माटो जय देश🙏🇳🇵🎉🙏🇳🇵❤️,positive,comment
Kati घमण्ड हो के,negative,comment
आजको उहाँको  अभिव्यक्तिमा राष्ट्रप्रतिको गहिरो उत्तरदायित्व बोध र नेपाली जनताप्रतिको उच्च सम्मान स्पष्ट झल्किएको छ।,positive,comment
"सारै राम्रो काम हुनछ,भननेमा हामी बिश्वसत रहेका छौं ,३५बर्शमा जनमाएका बेथिति यथा समय लिई पुनः यस्ता कुमार्गी  काममा अब उपरान्त उसकाउने काम नहाेस ।।।जय नेपाल  ।।।।",positive,comment
chepare parchande,negative,comment
Kp चोर जिउदै छ किन आज त बिरामि छैन त,negative,comment
"&quot;निर्णायक राष्ट्रिय शक्ति निर्माणको संकल्प : समृद्ध नेपाल र सुखी नेपाली हाम्रो गन्तव्य&quot;<br><br><br>देशलाई अगाडि बढाउने, स्वाभिमान उठाउने र राष्ट्रिय हितलाई सर्वोपरि राख्ने शक्ति आज आवश्यक छ। यही संकल्पसहित नेकपा एमालेले ११ औँ राष्ट्रिय महाधिवेशनमा समृद्ध नेपाल, सुखी नेपाली को मार्गचित्र कोरेको छ—कागजमा होइन, व्यवहारमा।<br><br>तर देश विकासको बाटो हिँडिरहँदा भदौ २३–२४ गते  GenZ नामको नारा लगाएर केही नक्कली GenZ नकावधारि विदेशी दलाल–शरणार्थीहरूले<br>सिंहदरबारदेखि सर्वोच्च अदालत, राष्ट्रपति कार्यालयदेखि सरकारी संरचना र ब्यक्तिगत सम्पत्ति <br>जलाउने, तोडफोड गर्ने,<br>लुटपाटको संस्कृति ल्याउने<br>दुई दिनको नाङ्गो खेल देखाए।<br><br>व्यंग्य त के भन्नु —<br>त्यतिबेला &quot;कानुन–कानुन&quot; भन्ने शुसिला कार्की सरकार आजसम्म पनि ती अपराधीलाई कानुनी दायरामा तान्न नसकेर उनीहरूलाई अझै शिर ठाडो बनाएर हिडाउन व्यस्त छ!<br>यो हो हाम्रो न्यायको विडम्बना।<br><br>यद्यपि नेपाली जनताले यस्ता नाटक धेरै देखें।<br>देश चलाउने जिम्मेवारी लिनेलाई जनताले कामको आधारमा हेरिरहेका छन्—<br>त्यही कारण केपी शर्मा ओली प्रति आज पनि विश्वास उस्तै छ।<br>किनकि उनका काम बोल्छन्—<br><br>• कोरोना महामारीमै निजामतीदेखि स्वास्थ्य संरचना विस्तार<br>• प्रत्येक स्थानीय तहमा अस्पताल, पूर्वाधार र सडक विकास<br>• तुइन मुक्त नेपाल अभियान<br>• राष्ट्रिय गौरवका आयोजना अघि बढाउने साहस<br>• विद्युतीय उत्पादन, रेल, जलस्रोत र डिजिटल नेपालतर्फ ठोस कदम<br>• राष्ट्रिय स्वाभिमानमा सम्झौता नगर्ने दृढता<br><br>यी कामले एमालेलाई एउटा नारा मात्र होइन—<br>निर्णायक राष्ट्रिय शक्ति को रुपमा उभ्याइरहेको छ।<br><br>आज प्रश्न उठ्छ—<br>देश जलाउनेहरू किन अझै स्वतन्त्र?<br>देश बनाउनेहरू किन सधैँ निशानामा?<br><br>उत्तर सरल छ :<br>राष्ट्रिय शक्तिलाई लक्ष्य बनाउनेहरू बाहिर–भित्र दुवै खाले छन्।<br>तर जनताले मनमा राखेको दिशा स्पष्ट छ—<br>विकास, स्थिरता, स्वाभिमान।<br><br>त्यही भएर —<br>समृद्ध नेपाल, सुखी नेपाली<br>अब केवल नारा होइन,<br>नयाँ पुस्तादेखि पुराना पुस्तासम्मको साझा राष्ट्रिय आकांक्षा हो।<br><br>-नेकपा एमाले जिन्दावाद ।।",positive,comment
एक्लै प्रचार अनि एक्लै भासण लास्ट मा हजारौं मतमतान्तरको परिणाम ले बिजयी कस्तो अचम्म    संसारकै history बन्यो 😯😯😯😯😢❣️🙏,positive,comment
MCC को दलाल हुनुपनि राजनिति हो !,negative,comment
"कुनै पनि दामी ,नामी पोसाक ले सान्दार मात्र देखाउने ! बिकास र हितको लागि त सादा जीवन र उच्च बिचार ले काफी छ!!सधै सम्मान छ मेयर ज्युलाई🇳🇵🙏!",positive,comment
म ६० बरसको लाई त तिमरा कुरा पतयाउदिन भने अहिलेको  generation ले के पतयाउ छ त?,negative,comment
बतासे अन्डा 😂usaiko छ छोरा छोरी  pako छिन् 😂😂😂😂aru लाई 😂😂😂😂,negative,comment
तिमि पनि चीन देखाएर भारत ra  अमेरिकी को पैसा खायेका एक पात्र हौ तिमि कम्युनिस्ट होहिनौ,negative,comment
balen sarkar dhalxan tara sapana ma,positive,comment
"घरका दुई आफ्नै यकै आमाबाट जन्मियका भाइहर त यत्तिके मिलनसार हुदैन great leader of nepal 
Huge respect..gagan and bishow dai..",positive,comment
पतन निश्चित छ तिम्रो,negative,comment
"यो गनगनेको energy हेर त, रुझेको बिरालो जस्तो छ।  कुनै जोश जागर छैन।  ठुलै अपराध गरेर बन्करमा लुक्न आएको जस्तो छ।",negative,comment
"🗣️ K. P. Sharma Oli का “lying tricks” (छोटोमा)
	•	अर्ध–सत्य बोल्ने – तथ्यको केही भाग मात्र प्रस्तुत गरेर आफ्नो पक्ष बलियो देखाउने।
	•	विषय मोड्ने (Diversion) – कठिन प्रश्न आउँदा अर्कै मुद्दातर्फ ध्यान सार्ने।
	•	राष्ट्रवाद प्रयोग गर्ने – आलोचनाबाट जोगिन भावनात्मक/राष्ट्रवादी भाषा प्रयोग गर्ने।
	•	दोष अरूमाथि सार्ने – असफलताको जिम्मा विपक्ष वा अन्य पक्षलाई दिने।
	 vote Balen",positive,comment
राष्ट्रपिता प्रचण्ड सान्दर्भिक बिचार,positive,comment
Good luck nepal and Nepali…अब नेपल बन्छ होला👏👏🙏🙏,positive,comment
Balen aailey dekhi vau khoji sakyo,negative,comment
"मान्छे अनुसारको प्रश्नगर्छ यो पत्रुकारले कोहि 
 जस्लाइ कडा प्रस्न गर्नुपर्ने हो तेस्लाइ एस्तो प्रश्न गरेको सुन्दा लाज लागेर आयो 😂😂",negative,comment
Good 100% right,positive,comment
Yasto mansiktako kahile sudharne bala xaina.yas lay jaldi smatanu parx,negative,comment
उखान ले सबै को मन जित्न खोज्छ 😡,negative,comment
जित्नुपर्छ,positive,comment
यो डाकालाई त्यो कुर्सीमा बसेर इन्टरभ्यु दिएको सुहाएन 😂😂😂,negative,comment
जय बालेन,positive,comment
Vote for balen Shah ❤❤,positive,comment
कान्तिपुर लाई कारवाही गर्न मपनि तयार छु।खबर होस।,negative,comment
हर्कराज मेरो प्रार्थना बाट GOD ले नेपालको लागी दिनुभएको नेता,positive,comment
Ghante  ko jhooley,negative,comment
Kailey ho morne din ? 37:13,negative,comment
अत्यन्तै दु:खद घटना।। छिटै शान्ति होउन् कामनाका साथ आशा गर्द्छु🇳🇵🙏जनता रहे देश रहन्छ 🇳🇵🇳🇵,negative,comment
Kp ba sahi neta hun,positive,comment
We are with this government ❤❤❤,positive,comment
Baniya sir best patrakar hun Nepal ko lagxa ho panie kharo daro k👍🙏,positive,comment
हैन यत्रो जलाउने थाहॅा थियो भने किन होसियार साथ protection तिर नलागेको त? तुरुन्तै सेनालाई Road मा २४ गत्तेको बिहान नै army किन नझारेको ? आफै भन्छ मलाई सुचाना नै भएन पनि भन्छ कस्ता भएर प्रधानमन्त्री बसे छ नी ?,negative,comment
सबै मानिनीय को यस्तै विचार सिद्धन्त रहोस,positive,comment
यसकाे कुरा नपताउनु हाेला रबि सर  याे छेपाराे 17000 ज्यान मार्ने  हत्यारो हाे यो लडाई हुनुमा यसको ठूलो हात छ,negative,comment
लाडोबादुर बुडोले ठिकभन्यो,negative,comment
Yo choar Lai kina liyaunu Paro,negative,comment
🇳🇵यदि कोहि  मानिसलाई देशको चिन्ता छ र देश विकसित भएको हेर्न चाहान्छ भने त्यस व्यक्तिले बालेनलाई भोट दिन्छ।।🙏❤️🇳🇵,positive,comment
Lovely❤❤❤,positive,comment
होइन यि मान्या सदस्यहरुले यो भन्दा पोइला त आफ्नो पाटिका प्रधानमन्त्रीहरुलाई यस्तो प्रश्न सोधेको त सुनेको थिएन अनि तिनीहरु त आज एक्कासी ठुलो देश भक्त पो भएर निस्के छन् त,negative,comment
विना कामको प्रश्न सोधेर प्रधानमन्त्रीको समय वर्वाद नगरौ सभ्य नागरिक परिचय दियौ,positive,comment
केपिवलिनेपालि।कोभगवानहो।,positive,comment
गरिस बोल बोल त र पुरानो मा र त मा के फरक छ ? त सट्टामा हुदा रबीको सबै मुद्दा बाट सफाई BYD कान्ड सबै आफै मिलाउने ??? यो कुरा बुझ झुट धेरै टिकदैन ? कहिले देश भन्दा पार्टि कहिले ठुलो हुदैन ? साम्सदमा कहिले बोल्न नचाहने ले पार्टिको अधिबेसनमा बा बनिस?,negative,comment
जनताको साथ रहोस ।God bless you!!,positive,comment
Good speech,positive,comment
GAGAN yo sajaya hoina payaki xinau..varatiya kangresh ko halat huni Wala xa..dheri boleyara agraj Lai dhikareyara neta vidina..sabilai sametna saknu perxa..,negative,comment
I hope you will break the world record. Oli was nothing.,negative,comment
Jay RAVI 🙏🙏🙏,positive,comment
Jai mato jai desh jai mananiya jiu🏂️👌👌👌👌👌🙏🙏🙏🤲💙💛💜💙❤️,positive,comment
सेरेलाई गर्नु पर्ने भौतिक र शारीरिक लात त यसलाई गर्नु पर्ने गल्ति गरेको हो के केटाहरुले,negative,comment
अझै २० वर्ष जति तपाईँको नेतृत्व सान्दर्भिक छ,positive,comment
Jaya balean,positive,comment
फाँसी लगाउनु पर्ने जेल खोच्नु पर्ने अपराधी भ्रष्टाचारी नेताहरुलाई सबै जनताहरुले लखेट्न जरुरीछ ☝️☝️👊👊… जब सम्म नेपालमा फाँसीको सजाया लागु हुदैन तब केही सम्भव रहने छैन ☝️☝️✊✊,negative,comment
"कति धेरै संयोग नेपाल मा यो पाली चुनाव मा धनगढी, काठमाडौं र धरान ले पाएको मेयर निर्वाचित स्वतन्त्र उम्मेदवार हरु को सपना र संघर्ष सबै नेपाली जनता को लागि ठुलो प्राप्ति हो।  लौरो चुनाव चिन्ह को दम्मभ अब नेता र कार्यकर्ताको हरु को लागि ठुलो घात हुने भएको छ। अब आउने चुनाव फलाम को चिउरा चपाउनु हुने भयो राजनितिक दल हरु लाई। जय नेपाल जय देश। यस्ता सपुत हरु ले अझै आँट गरुन ताकी नेपाली ले अरु को गुलामी बाट मुक्ति पाउन। 🇳🇵🙏🇳🇵",positive,comment
You guys are pure rock … a true leader a true human being… wish you both very best 🎉 of luck and keep doing good for nation …,positive,comment
दक्षिण एसियाकै एक कुसल र अब्बल राज नेता क:प्रचण्ड ❤,positive,comment
"शाहाले जमाएको देश फेरी पुन शाहाले नै बनाउनु पर्छ
good luck बालेन सर
जय नेपाल",positive,comment
