text,candidate,source,channel,script
great meyar in nepal,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
यो कुन चाही झोले मीडीया हो मुजी  पार्क बनाउन राजयको बिकास हो ? यसले के गरो धरानमा सोधन चाहे मुजी,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
"wooo   nepali  hone  अबश्री  गर्छन्   ?
धराने  जनता को  हीत",harka sampang,yt:Harka Sampang Dharan mayor,comment,mixed
Congratulations sir🍾🎈🎊🎉,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
god bless u sir tapai jasto manxe lye desh ko jaruri xa jay nepal,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
धरानबासि पर्ति उच्च सम्मान छ,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
👌👌👌👌🔥🔥🔥🔥🙏🙏🙏🙏🙏,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Congratulations dear sir,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Wowowow salam x mero,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
हर्क सरलाई सलाम गर्न मन लाग्यो,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
Bibekshil dharane janata tq,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Congratulations sampang ji Dharan lai modern banaunu holla..!!,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
धेरै धेरै सम्मान🙏,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
Congratulations and all the best ahead 😊👍,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Grand salute,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
his dedication his hardwork 👏👏👏👏👏👏 salute u man stay blessed,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Congratulations harka ji😍😍,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Great dharan people 👏👍,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Congratulations ❤️,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
धरान को जनता महान छन! यति राम्रो मेर पाउनु भो! र हर्क दाजुले यक्लै चिच्याउदा यक्लै भासण गर्दा यक्लै घर दैलो प्रचारप्रसार मा हिड्दा ! ठुला धनी  हजारौं कार्यकर्ता गुंडा पाल्ने नेता हरुको हजारौं हजार को भिड जुलुस देख्दा पक्कै पनि हरेस नखाइ कन निरन्तर आफ्नो अभियान र सत्य र जनता को आवाज समस्या मा अडित रैकन निरन्तर लागिरनुहुने हर्क दाइ लाई धरान को जनता ले सर्प्राइज दियकै हुन्😢😢💪🛐❤️सिलो,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
great person,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
"20,821 जना धराने बासीलाइ धन्यवाद",harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
"Congratulations 👏 
You're going to be great, the leader and election campaign style I guess what’s the turn ❤️",harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
badhaix dai hjr🙏🙏👏👏🎻🎶🎼🎸congratulations,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Right leader...,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
🥳🥳🥳🥳🥳🥳🤴🌈,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Well done sharan public,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
"Wa Kya sin Cha, Good luck, Good candidate win and Prithivinarayan alive again.",harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
One Man Army Harka Sampang 🤞🤘🤟🙏💜👍 Hajur le sakeko sakne jati effort lagaunuhos but quit nagarnuhos. Hajur jasto leader whole Nepal ma need xa,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
"Sabai netale Partyko jhanda bokyo
Bir gorkhele nepali ko shaan rashtriya jhanda bokyo 😊 deshlai tapai jasto mahaan byaktiko khaacho chha dai 😊aagami dinma ramro kaam gardai januhola dai😊",harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Sarai khusi lagxa ❤🎉jay harka,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
नमन साम्पाङ्ग दाजु। बधाई ❤️🇳🇵🦯,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
congratu,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
"👍️😊❤️😊👍️ बास्तवमा .... जे.बि. टुहुरे,रामेश,जीवन शर्माहरुलाई  दलहरूले दास मात्रै बनाएका रैछन् .. साम्पाङ् जी जनता कै लागि गाउने र जनता कै लागि काम गर्ने कर्मठ कलाकार",harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
Tapai KO jeet dekhara dharae khusi lagyo..,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Ho yesta manchhe haru thauma pugnu parchha. Yahata raal chaune budaharu le desh ko bejat gari sakya.,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
👍️👍️👍️👍️👍️👍️👍️👍️👍️👍️👍️👍️👍️👍️,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
बधाई तथा कर्याकल सफलता को शुभकामना वाहालाई जिताउने धरान  बसिलाई धान्नेबद जितएर मात्र  हुदैन वाहालाई नीग्रानी रा संरक्षक पनि गर्नु पार्‍यो पाटीका चोर भ्रष्टाचारी नेताहरुले असफल पर्ने कोशिस गर्नेछ,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
म त रोय यार😭😭😭,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
"धरान मेयरमा बिजउ हुनु भयकोमा हार्दिक शुभकामना हजुरलाई चुनाब जित्न कुनै मास भिड सडकमा मोटरसाइकल र्याली कुनै आमशभा चाहीदैन  रहेछ  पहिला आफ्नो गाउँ टोल नगरमा अन्याय अत्याचार बिरुद्ध दुखी गरीबलाई परेको दुखमा साथ दियर सहयोग गर्छ उसै सहयोगी मानीसलाई अब जनताले पार्टी होइन अशल मान्छे  सामाजमा उस्ले केगर्दैछ भबिष्यमा केगर्न सक्छ त्यो हेर्छ कुनै पार्टीको क्षणिक सहयोग र पैसा मासुभातमा बिकेर भोट अब बेच्दैन अब जनता सचेत होशियार हुनु जरुरी जस्ले पैसा मासुभात रक्सी बियरमा भोट बेचे जस्लाई दुई चार दिन खायको भरमा भोट दिय भोट दियपछी नतपाईलाई चिन्छ नतपाईलाई आपतबिपत दुखमा सहयोग पाईन्छ किनकि तपाईले भोट पैसार रक्सीमा बेचेको छ यसकारण जनप्रतिनिधिलाई तपाईंको काम गर्नु पर्ने आवश्यकता नै छैन पार्टीको भेडो जनता हो एम सि सि पासगर्ने यि चार पार्टीलाई भोट दिने जनता जति पार्टीको जिम्मेवार छन् त्यो भन्दा यी चार पार्टीलाई भोट दियर स्थानीय जिताउने जनता महामुर्ख माहापापी दुष्ट देशद्रोही भन्दा फरक नपर्ला यी भेडा जनताको तब होस खोल्छ तब हामी भारतको उत्तर प्रदेश या बिहार प्रदेशको कुनै भुमीमा भारत सरकार र युनआईको शरण शरणार्थी जीवन बिताउदा होस् खोल्छ अहिले नेपालमा दलाई लामा प्रबिर्ती बढ्दै गयको छ जुन अमेरिकी नेता मन्त्री अमेरिकी बायुसेना,आर्मी बाक्लो नेपालमा आवतजावत छ जुन चिनले आफुलाई असुरक्षा महशुस गर्दछ कुनैदिन चिनले आफ्नो आत्म सुरक्षाको लागि भनेर रसियाले  युक्रेनमा झै चिनले नेपालमा सैनिक आक्रमण अबस्य गर्नेछ अनि त्यो बेला बल्ल भेडा जनताको होसखुल्छ अनि अनि ज्यान बचाउन छिमेकी देश भारतमा शरण लिन जानुपर्छ ।यो नेपालले छिट्टै भोग्ने स्थिति आउने देखिदैछ।",harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
भाेट पाउन पैसा बगाउनु पर्दैन चाेर नेताहरु जस्ताे झुण्ड लिएर हल्ला गर्नु पर्दैन यसरी सच्चा मनले अघि बढे एक भाेटकाे सट्टा सयाैं भाेट पाईन्छ। अबकाे संघ र केन्द्रकाे चुनाबमा सारा स्वतन्त्रले जित्नु पर्छ।,harka sampang,yt:Harka Sampang Dharan mayor,comment,deva
❤❤❤❤❤❤❤❤❤❤❤❤❤❤,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
सेतो पाटि बिच ad चाहि हटाउ,harka sampang,yt:Harka Sampang Dharan mayor,comment,mixed
"History
 ma
Pahilo choti yasto dekhe 
Yo  saili ma  jaos 
Aaba  ko  chunabi  parchar  parsar 
Yastai  hunu  parxa  aaba  ko.  Leader",harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
Ak lai vot magdai hiney ko dekhera aasu nai aayo mero 🥺🥺🥺,harka sampang,yt:Harka Sampang Dharan mayor,comment,latin
माननीय हर्क साम्पाङ ले एकदम राम्रो अभिव्यक्ति दिनुभयो धन्यवाद,harka sampang,yt:Harka Sampang bhasan,comment,deva
"सहि।हाे।कुरा।👍👍👍👍
JAI NEPAL",harka sampang,yt:Harka Sampang bhasan,comment,mixed
Harka sir lai manai dekhi salam xa hajurlai,harka sampang,yt:Harka Sampang bhasan,comment,latin
"Harka ho  pratipxya tara adha samadhis samadhan ta hunxa nai, Nepal desh ko utthan ko uchha padaroan hunexa, sathik twaar duwara 👍🙏",harka sampang,yt:Harka Sampang bhasan,comment,latin
देशलाई चाहिएको मुद्दा यहि नै हो । अहिले सम्म नेपालमा जति अन्दोलन भएको छ यहि मुद्दाको वरिपरि घुमेर भईरहेको सबैलाई थाहा नै छ ।,harka sampang,yt:Harka Sampang bhasan,comment,deva
jay Nepal 🙏,harka sampang,yt:Harka Sampang bhasan,comment,latin
Sansar ko pahilo Neta ho jasto bhassan mantyabya jasto k👍👍,harka sampang,yt:Harka Sampang bhasan,comment,latin
U my herobhsrka g,harka sampang,yt:Harka Sampang bhasan,comment,latin
कस्तो मिठो अभिव्यक्ति दिए हर्क साम्पाङले ।,harka sampang,yt:Harka Sampang bhasan,comment,deva
wow great,harka sampang,yt:Harka Sampang bhasan,comment,latin
"७ मिनेटमा ७ करोड को कुरा । जय माटो, जय नेपाल ।",harka sampang,yt:Harka Sampang bhasan,comment,deva
This my good  pm,harka sampang,yt:Harka Sampang bhasan,comment,latin
100%right xa👍🇳🇵🇳🇵🤣,harka sampang,yt:Harka Sampang bhasan,comment,latin
"प्रधानमन्त्री वालेन शाह सँग सिंगौरी नखेली माननीय हर्क साम्पाङले धरानमा भएको विविध समस्याहरुको समाधानमा विशेष जोड दिनुहुन धरानबासीको हैसियतले हार्दिक अनुरोध गर्दछु ।
यो सुनौलो अवसरमा धरानमा लामो समयदेखि बजेट विनियोजनमा गरीएको सौतेनी व्यवहारलाई चिर्दै बजेटको समायोजनसँगै विशेष सुधारमा ध्यान दिनुहुन पनी अपिल गर्दछु । जस्तै ः वि.पि. क्यामको वेतिथिको खोज, छानविन र गल्ति गर्ने माथि कडा कारवाही, खानेपानीको दिगो व्यवस्थापन, यातायातमा भरपुर सुधार, पानवारी र ठिङगावारीलाई कृषि योग्य जमिनको प्रस्तापना गरी जमिन खन्डिकरणमा रोक, शेहरा, सेउती, अधेरी र सर्दुखोलाको किनाराको सरकारी जमिनको संरक्षण र सुकुम्वासी को व्यवस्थापन, सर्दु जलाधारमा भएको वेतिथिको छानविन र दोशीलाई हदैसम्मको कारवाही, धरान बहुमुखी क्याम्पसको जग्गा को छानविन र यसको पढाईमा स्तरउन्नति, हात्तिसार र पूर्वाञ्चल ईन्जिनियरिङ्ग क्यापसको उत्थान र त्यहाँको वेतिथिको छानविन र यसको सुधारमा विशेष जोड, अन्तराष्ट्रिय स्तरको फुटवल र भडिवल सरंगशालाको निर्माणमा विशेष पहल अन्तराष्ट्रिय स्तरको संगित पाठशालाको विशेष पहलकदमी, बुढासुव्वा, दन्तकाली, पिन्डेश्वर, पञ्चकन्या, शनि  मन्दिर र विश्नुपादुका जस्ता विशेष धार्मिक स्थलको उत्थान र प्रवर्धनमा विशेष जोड, पूर्वको खेल राजधानी बनाउनमा जोड सरकारी स्कुलको पठनपाठनलाई कसरी सुधारउन्मुख बनाउनमा विशेष जोड र प्राइभेट स्कुलको नियमन र वेतिथि विरुद्ध कारवाहीको डन्डा अहिलेसम्म भएको अनियमितताको जोड र दोशी उपर कडा कारवाही र क्षतिपूर्ति को व्यवस्थापन र तिनकुने देखि आपगाछिसम्मको सडक विस्तार मा विशेष जोड जस्ता अन्य विशेषहरुमा पहलकदमी लिई धरानको सुधारमा लाग्न माननिय ज्यूलाई हार्दिक अनुरोध ।
                                     “समस्याको समाधान सधै जुधेर मात्र होइन, मिलेर एकजुट भएर अगाडि वढे समाधानमा सजिलो हुन्छ ।”",harka sampang,yt:Harka Sampang bhasan,comment,deva
16 minutes dhila ahuda Kei na vanna ani janma 7 minutes bolda dui tin choti finish vayo vae ka ko naya ho yo sarkar .,harka sampang,yt:Harka Sampang bhasan,comment,latin
कत्ति छिटो समय सकिएको ?मत सुनेर थाकिन कत्ती राम्रो मुद्दाहरु उठाएको?,harka sampang,yt:Harka Sampang bhasan,comment,deva
पहिलो पटक vanera hola bt. भ्रष्टाचारी हरु बारे केही एक सब्द बोल्न  हार्क साम्पाङ्ग,harka sampang,yt:Harka Sampang bhasan,comment,mixed
Mero lado taila 7 minutes leies vhane 224 jana le 7/7/7 minutes lioyo vhane minting ta 1 months Ko hunupracha,harka sampang,yt:Harka Sampang bhasan,comment,latin
देशको असिम माया कति छ भन्ने उहाँको हरेक शब्दले दर्शाउछ जय हर्कवाद❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,deva
उहाँ को शब्द ले देश को माया कति छ भन्ने कुरा प्रष्ट थाहा हुन्छ ❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,deva
हर्क साम्पाङ देशभक्त मेहनती बौद्धिक नेपाली छोरो हुन।🇳🇵🇳🇵🇳🇵🇳🇵❤️❤️❤️❤️,harka sampang,yt:Harka Sampang bhasan,comment,deva
राष्ट्रवादी नेता माननीय हर्क साम्पाङको सारगर्भित भनाई प्रति सम्मान छ ।,harka sampang,yt:Harka Sampang bhasan,comment,deva
जय श्रम संस्कृति पाटि जिन्दा बाद जय माटो जय देस जय हर्क बाद जय दार्चुला जय श्रम दान जय नेपाल 🙏🇳🇵🙏,harka sampang,yt:Harka Sampang bhasan,comment,deva
हर्क साम्पाङ माननीय सांसदज्यू ❤🙏एक मात्र जनताको र देशको एउटा हिरो हुनुहुन्छ ।✊,harka sampang,yt:Harka Sampang bhasan,comment,deva
"जय नेपाल, जय देश, जय माटो।",harka sampang,yt:Harka Sampang bhasan,comment,deva
Real hero harka sampang😮,harka sampang,yt:Harka Sampang bhasan,comment,latin
दामी भाषण र अती नै आवश्यकता कुरा भन्नु भयो धन्यवाद।,harka sampang,yt:Harka Sampang bhasan,comment,deva
जय श्रम पिता हर्क बाद जय श्रम सांस्कृति पार्टीको केन्द्रीय कमिटीको अध्यक्ष माननीय देश भक्त जन्ता प्रेमी हर्क राज साम्पाङ राई ज्यू जय श्रम सांस्कृति पार्टी जय अँजुलीमा माटो जय देश नेपालको जय होस् धन्य बाद नमस्कार जय माटो ❤❤❤❤❤❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,deva
कुरो सही हो ✅जय नेपाल 🇳🇵🙏🏻❤️❤️,harka sampang,yt:Harka Sampang bhasan,comment,deva
Wow k Desh Bhakti MP Harka sangpang Rai ❤❤❤❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
जय नेपाल जय देश जय माटो,harka sampang,yt:Harka Sampang bhasan,comment,deva
धेरै राम्रा भाषण हो तर के गर्नु बुझ्ने लाइ श्रीखण्ड नबुझ्ने लाइ सुके को दाउरा हो,harka sampang,yt:Harka Sampang bhasan,comment,deva
Lovely❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
❤❤❤❤❤jai harka bad jai Sarah pita ❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jati sune pani sunirahu jasto Mananiye harka sampang jiu ko Avibekti bichar haru. salute 🫡🫡🫡 Cha hajur ko bichar ra manasiksta lai God bless you ❤️🙏💖💖💕💕 forever ever,harka sampang,yt:Harka Sampang bhasan,comment,latin
यस्तो कुराहरू नपचने घन्टेहरु 😢,harka sampang,yt:Harka Sampang bhasan,comment,deva
जय माटो जय देश जय हर्क साम्पाङ,harka sampang,yt:Harka Sampang bhasan,comment,deva
Jay. Mato  jay  hark  bad 🎉🎉🎉🎉,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jai Harka bad🎉🎉🎉 jai des🎉🎉,harka sampang,yt:Harka Sampang bhasan,comment,latin
जये माटो 🙏✍️📘🇳🇵 जये देश 🙏✍️📘🇳🇵 जये श्रम संस्कृति पार्टी 🙏 जये हर्क साम्पाङ 🙏✍️📘🇳🇵 जये श्रम दान दाता 🙏✍️📘🇳🇵,harka sampang,yt:Harka Sampang bhasan,comment,deva
Jay harka sampang jay mato ❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jay Harka sampang🙏🙏,harka sampang,yt:Harka Sampang bhasan,comment,latin
जय बालेन सरकार जय नेपाल ❤अब बन्छ नया सुन्दर नेपाल ❤🙏🙏🙏🙏🙏🙏,harka sampang,yt:Harka Sampang bhasan,comment,deva
Sahi bat garnu vayo harka sir,harka sampang,yt:Harka Sampang bhasan,comment,latin
Harkaism  🇳🇵 Respect ❤️ 🙏 🫡 👏,harka sampang,yt:Harka Sampang bhasan,comment,latin
साम्सद हर्क सम्पाङ  जस्तो भिजनर हुनुपर्छ,harka sampang,yt:Harka Sampang bhasan,comment,deva
देश र नेपाल नेपाली जनताको हित्तमा माननिय हर्क साम्पाङ ज्यू ।🇳🇵🇳🇵🇳🇵👍👍❤️👌👌❤️❤️❤️❤️❤️👌👌🙏🙏,harka sampang,yt:Harka Sampang bhasan,comment,deva
Kati bishal bichar .,harka sampang,yt:Harka Sampang bhasan,comment,latin
बल्ल आज हर्क ले देस र जनताले चाहेको कुरा बोल्यो यसरी सरकार को नेतृत्व  लिनेका आँखा खोल्नु पर्यो,harka sampang,yt:Harka Sampang bhasan,comment,deva
Jay harka sampang,harka sampang,yt:Harka Sampang bhasan,comment,latin
जय माटो ❤❤,harka sampang,yt:Harka Sampang bhasan,comment,deva
जिवनमा पहिलो चोटि हजुर जस्तो नेतृत्व देखे यो मुटु को धड्कन चलुन्जेल हजुर को समर्थन छ‌ माननिय ज्यु 😢😢😢😢❤❤जय माटो जय देश 🙏,harka sampang,yt:Harka Sampang bhasan,comment,deva
Mananiya harka sapang sar is grate lider 👍🇳🇵👍🇳🇵👍,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jay matooo❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
Nepalko Real Hiro Ma. Harka Sangpang,harka sampang,yt:Harka Sampang bhasan,comment,latin
"Jai Harka jaimato 
Yo ho netaa ma hunu prane gurn ,vabana,chhabi , 
Hark ko boli kharo xa tara man safa xa jo abhivayki samsad ma dnu bhayo antar aatma dekhi bolnu bhayo❤❤❤❤❤❤❤❤❤❤❤

HARKA JI LAI NACHINNE NEPALI PASU HO 
Be Change animal to human a",harka sampang,yt:Harka Sampang bhasan,comment,latin
jay mato jay desh 🤝🤝✊✊🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,harka sampang,yt:Harka Sampang bhasan,comment,latin
Hraka Sampang is Legend ❤❤❤❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
🙏🙏🙏🙏🙏❤️❤️❤️👍️👍️👍️👍️,harka sampang,yt:Harka Sampang bhasan,comment,latin
🙏🙏🙏🙏🙏🙏👍👍👍🇳🇵🌺🇳🇵,harka sampang,yt:Harka Sampang bhasan,comment,latin
Harkabad ❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
जय हके सामपाङ माननिय सहि कुराहो,harka sampang,yt:Harka Sampang bhasan,comment,deva
धन्या बाद मान निया हर्का साम्पाङ ज्यु लाई समग्र मुघ्दा ऊठै दिनु भाकाे मा,harka sampang,yt:Harka Sampang bhasan,comment,deva
माननीय  हरक सामपाङ देश र जन्ता लाई  कति माया ग्रनुहुन्छ कति महान यो कुरा सबै ले सुनुर बुजनु भो होला तेसाइ लेगर्दा उहाँ लाई  तथानाम गालि नगरौ,harka sampang,yt:Harka Sampang bhasan,comment,deva
जय हर्क बाद,harka sampang,yt:Harka Sampang bhasan,comment,deva
Jay mato jay desh❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jai harka jai mato❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
इनी कुरा उठाउनु त्यो ठाँउको साम्सद छैनन कि मर्यो तलब भत्ता खानुको लागीमात्र साम्सद भाका हुन?,harka sampang,yt:Harka Sampang bhasan,comment,deva
Real hero of Nepal🎉,harka sampang,yt:Harka Sampang bhasan,comment,latin
जये हर्क साम्पाङ,harka sampang,yt:Harka Sampang bhasan,comment,deva
Jay hark❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
"खेत रोप्ने दिन सम्म पनि
मल पाईएको छैन  !
मल चाहिएको छ 150 kg
मल दिन्छन  50 kg त्यति 
ल्याएर के गर्नु यस्तो छ देशको
स्थिती यसरी किसानलाई 
सारै मार परेको छ मल 
नपाइएर खेती गर्न पनि 
गाह्रो  छ ! यसको लागि 
सरकारको बिशेष  ध्यान
जावस अबका दिन हरुमा 🙏",harka sampang,yt:Harka Sampang bhasan,comment,mixed
Jai harkabad,harka sampang,yt:Harka Sampang bhasan,comment,latin
हर्क वाद जिन्दाबाद❤❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,deva
मैले जति पल्ट सुने पनि धित मरेन सुनौ सुनौ लाग्ने इस्पिज।,harka sampang,yt:Harka Sampang bhasan,comment,deva
He iswar harka sampang jasta hamro desma 51 %janata Matra harka Ko jhain bibek bichar bhaeko bhae hami Nepali ho bhanne 100% garba hunthyo 😮!,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jai harka,harka sampang,yt:Harka Sampang bhasan,comment,latin
सहकारी ठग भ्रस्टाचारी लुटेर खाना पल्केका हरुले यो कुरा सुन्नै सक्दैन तर श्रम संस्कृति पार्टीको प्रयास सधैँ नेपाली र नेपालको लागि सँरक्षण गरिनै रहन्छ पसिना बगाएर आफ्नो आत्मा निर्भर यसरी मात्रै हुन्छ र बन्छ भनेर सिकाइ नै रहन्छ राम्राे लाई राम्रो र सहयोग पनि गर्छ लुट्न खोजे खबरदारी पनि गर्छौं। जय माटो जय देश जय होस् नेपालीहरुको जय स्वाभिमान हरुको जय नेपाल।,harka sampang,yt:Harka Sampang bhasan,comment,deva
Jay mato 🙏🙏🙏,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jay mato jay harkbad,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jai mato jai desh jai mananiya jiu🏂️👌👌👌👌👌🙏🙏🙏🤲💙💛💜💙❤️,harka sampang,yt:Harka Sampang bhasan,comment,latin
Jai mato Jai des,harka sampang,yt:Harka Sampang bhasan,comment,latin
"त्याह का दुम्लीङ बासी हरु ले भिर पैरो जाने ठाउमा जरा छरिने वोट विरुवा रोप्नु होला गाउँले मिलेर, बिरुवा रोपी सके पंछी गाउँले नाई मिलेरा पानी पनी हालेरा बोट बिरुवा लाई बचाउनु होला",harka sampang,yt:Harka Sampang bhasan,comment,deva
Harka sampang jiule sahi kura garnuvo,harka sampang,yt:Harka Sampang bhasan,comment,latin
Yo Honi ta layan ta harka ji,harka sampang,yt:Harka Sampang bhasan,comment,latin
Janta kura bulne matra  hark sampang ❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
"Politics garnu najane, sabai ko man ma basna nasakne huda pani, Harka Sampang le afu sakne jati, ek samuha lai afu ko parisram social work ma dinu ra motivate garnu bhayeko cha — yo ekdamai sarahaniya kura ho. Yadi tyo prayas sachai jaruratmand ko lagi ho ra political benefit ko lagi hoina bhane, mero dui haat ko naman Harka Sir la",harka sampang,yt:Harka Sampang bhasan,comment,latin
samsad ma hi yesto kura paileai bata uthako vahe aile samma kati janatale maya suport pauthyo..aaja malai man paryo..ramro lai ramro vanna saknu  prxa..tara aba tapaiko bani xudra bani sudrinu parxa.,harka sampang,yt:Harka Sampang bhasan,comment,latin
Nepal 🇳🇵 Aama ko Aasu Ho Harka Sampang ko AASU Nepali Janta le xito Bugnuparxa. 🙏 Dhilo Garnu HudaiNepali 🇳🇵 Janta le Harka Sampang 🇳🇵 lai xito bujera Saath Diye Nepali Janta Ra  Nepal 🇳🇵 ko vabisya Ujwal xa. NATRA  Anadhakar.😥 . Nepali Janta🇳🇵 Xito Jaga Bujha Aakha 👁  kholau  🙏 .,harka sampang,yt:Harka Sampang bhasan,comment,latin
Harka sampangko salla sujab sahi ho,harka sampang,yt:Harka Sampang bhasan,comment,latin
जय हर्क साम्पाङ ❤,harka sampang,yt:Harka Sampang bhasan,comment,deva
"Nepal aamako yek kusal karmath ,lagansil, sachai sahasi Nepal aamale ballaa Xora payeko xa, sayad yugle mageko xa , sabailai mahasus hunuparxa.",harka sampang,yt:Harka Sampang bhasan,comment,latin
मन्त्री पाउछु भनेर निन्द्रा लाग्दैन जति गरेनी बालेन भाग्दैन देस र जन्ता ले मलाइ माग्दैन निन्द्रा लाग्दैन अब हर्के को लागि कोहि जग्दैन,harka sampang,yt:Harka Sampang bhasan,comment,deva
मनै छोयो दार्चुलाको पिडा,harka sampang,yt:Harka Sampang bhasan,comment,deva
Shai Kura garnu vayko nimti salam manniy harka sagpag jiu party Hardik badhai ani suvakamna 🙏🙏🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵❤❤❤❤❤❤,harka sampang,yt:Harka Sampang bhasan,comment,latin
नेपाल को राज नेता हर्क सा।साम्पङ हो❤🎉,harka sampang,yt:Harka Sampang bhasan,comment,deva
नीद कहा आउथ्यो हर्के चमेली ले रात भर फोन गरेर हैरान पारेको होला,harka sampang,yt:Harka Sampang bhasan,comment,deva
देस्को माया हैन मन्त्री को पदको माया ले घरीघरी गोहिको आसु झार्छ हो थाहा छ हामी लाई नि केका देस्को माया,harka sampang,yt:Harka Sampang bhasan,comment,deva
💯 Sahi kura bhannu Bhayo Mananiye Harka sampang Jiu Jay mato jay Desh,harka sampang,yt:Harka Sampang bhasan,comment,latin
आत्म दाह गर,harka sampang,yt:Harka Sampang bhasan,comment,deva
Great leader Harka Sangpang Jai mato Jai Desh 🎉❤🎉❤🎉❤🎉,harka sampang,yt:Harka Sampang bhasan,comment,latin
That’s it mp Harka go ahead till you live in this soil.,harka sampang,yt:Harka Sampang bhasan,comment,latin
Sit purai khali x kaha janu vyoo aru mananya jiu haru,harka sampang,yt:Harka Sampang bhasan,comment,latin
अब नेपालको लागि अन्तिम विकल्प बन्नेछ श्रम संस्कृति,harka sampang,yt:Harka Sampang bhasan,comment,deva
Talakina. Nindralaxta  paesa. Paina xodishola. Tasaela. Talai. Niñdra malagakox. Ho,harka sampang,yt:Harka Sampang bhasan,comment,latin
Asti asti ko harkat le yesko kura nai Sunna man lagdaina,harka sampang,yt:Harka Sampang bhasan,comment,latin
संख्यामा कम भएपनि विचारमा कम छैनन् भन्ने हेक्का होस् सरकारलाई।,harka sampang,yt:Harka Sampang bhasan,comment,deva
"Finally, I following harka sampang ❤",harka sampang,yt:Harka Sampang bhasan,comment,latin
"जन्ताको मन मुटुमा बस्नु सफल एक मात्र गरीबको आवज,गरीबको मसिह,देश भक्त ,जन नेता,श्रम पिता,नेपालको आवज,भुमि पुत्र जै हर्क साम्पाङ,जै माटो जै देश 🇳🇵मेरो मन मुटु बाट धेरै माया छ।।।जै देश ।।। जै माटो ।।। जै हर्क साम्पाङ❤❤❤",harka sampang,yt:Harka Sampang bhasan,comment,deva
